Student Name,Roll No,ID,Mobile Number,College Name,Address,Email ID,Passing Year,Branch,Trade,Total Marks,CGPA,Grade
Eva Bobal,R0897,ID00897,9982984489,Bali and Sons College,"88, Karpe Street, Siliguri 901553",rania54@bhatt.net,2022,Electrical,Thermodynamics,524,9.54,A+
Nishith De,R0898,ID00898,9871672814,Vora Group College,"90, Sandal Path, Allahabad-454894",nvarty@varghese.com,2024,Mechanical,VLSI,456,9.44,A+
Suhana Sura,R0899,ID00899,9470944960,Ben-Malhotra College,"74/31, Bedi Nagar, Hyderabad 615861",subramaniantaimur@badal-iyengar.com,2020,Electrical,Networking,483,8.95,A
Yasmin Bhagat,R0900,ID00900,9532785388,Madan-Sodhi College,"08/763, Balasubramanian Zila, Guntakal 474322",ishukla@saraf.com,2022,Mechanical,VLSI,468,8.67,A
Armaan Gill,R0901,ID00901,9133332427,Rao-Halder College,"296, Rastogi Path, Bathinda-869800",charvibhardwaj@gmail.com,2024,Electronics,Software Engineering,571,8.43,A
Tanya Loyal,R0902,ID00902,9458801765,Kant LLC College,"96/983, Dugal Marg, Sirsa-888926",azaddeshpande@garg-kala.info,2022,Electrical,Software Engineering,445,9.76,A+
Emir Bhatnagar,R0903,ID00903,9522054360,"Shankar, Vaidya and Babu College","104, Sabharwal Chowk, Rourkela 446946",hsanghvi@yahoo.com,2023,Mechanical,VLSI,512,8.07,A
Priyansh Shroff,R0904,ID00904,9507495606,Shanker Group College,"H.No. 80, Mahajan Circle, Uluberia 969835",sde@hotmail.com,2023,Electronics,Thermodynamics,490,9.43,A+
Umang Ravi,R0905,ID00905,9477465066,Vora and Sons College,"H.No. 853, Bora Street, Hubli–Dharwad 871937",neysabatta@chaudry-kari.com,2021,Mechanical,Networking,486,6.92,C
Kimaya Gokhale,R0906,ID00906,9521580750,"Tara, Mahal and Salvi College","10/625, Varkey Street, Udaipur-507050",pdugar@gmail.com,2021,Mechanical,Power Systems,487,9.69,A+
Ehsaan Wable,R0907,ID00907,9216467498,Magar LLC College,"87/826, Kumer, Jorhat-406980",dlala@sarin.com,2024,Computer Science,Software Engineering,430,9.12,A+
Vihaan Bora,R0908,ID00908,9350323539,Banerjee-Sankaran College,"778, Kala Circle, Jaunpur 784298",sswamy@yahoo.com,2022,Electronics,Thermodynamics,437,8.82,A
Devansh Sawhney,R0909,ID00909,9176410119,"Sachar, Gole and Shan College","H.No. 744, Dey, Kumbakonam-233626",hsathe@gmail.com,2022,Civil,VLSI,567,8.13,A
Anaya Hayre,R0910,ID00910,9132280371,Dutta-Warrior College,"575, Khanna Nagar, Rohtak-763419",rheajha@wali.org,2024,Electronics,Thermodynamics,559,6.3,C
Kiara Dash,R0911,ID00911,9237442721,Gour Ltd College,"26/20, Arora Road, Nandyal-161861",reyanshramakrishnan@chaudhuri-shenoy.biz,2022,Electrical,Structural Design,430,9.14,A+
Devansh Wali,R0912,ID00912,9924521765,Batta LLC College,"78/270, Dhaliwal Zila, Ballia-159705",thakeradvika@bains.com,2024,Information Technology,Networking,488,7.42,B
Nirvi Manda,R0913,ID00913,9107599851,Borde-Bose College,"48/71, Mani Zila, Guntakal 508059",kharerania@devan.org,2023,Electronics,Power Systems,558,8.03,A
Ayesha Rajan,R0914,ID00914,9870002721,Aggarwal-Bains College,"294, Dutt Path, Ludhiana-365675",alia66@bhavsar-kalita.com,2020,Civil,VLSI,443,6.68,C
Gatik Kant,R0915,ID00915,9445930362,Suresh Group College,"999, Varma Path, Tirupati-574374",guptajivika@sengupta.biz,2024,Information Technology,Structural Design,590,8.31,A
Kismat Chad,R0916,ID00916,9726155098,Mallick and Sons College,"57/724, Kapoor Road, Guna 550218",halderarmaan@gmail.com,2021,Information Technology,VLSI,549,9.34,A+
Jayan Ramachandran,R0917,ID00917,9664991851,Gola-Sur College,"53/64, Chandran Circle, Allahabad-790206",bhavinbalan@mannan.info,2022,Civil,Networking,454,9.55,A+
Kashvi Thakur,R0918,ID00918,9814802035,Jain Group College,"005, Sarkar Marg, Jaipur 709703",raviishita@devan.com,2021,Electrical,Power Systems,430,7.43,B
Damini Tiwari,R0919,ID00919,9390048200,Chandra-Mahajan College,"16/663, Lala, Karaikudi 911964",singhzain@soni-kurian.com,2021,Electrical,Software Engineering,529,8.59,A
Badal Solanki,R0920,ID00920,9453068691,"Jain, Sundaram and Baria College","16/06, Koshy Street, Farrukhabad 920925",fsinghal@yahoo.com,2023,Computer Science,Structural Design,497,8.27,A
Nirvaan Contractor,R0921,ID00921,9190535420,"Cheema, Saran and Khanna College","98/468, Sahni Ganj, Avadi-219613",magarrohan@yahoo.com,2024,Civil,Networking,548,9.28,A+
Kabir Venkataraman,R0922,ID00922,9331859870,"Chanda, Sarna and Bala College","69, Bava Ganj, Davanagere 117012",sakshamsarraf@hotmail.com,2021,Information Technology,VLSI,466,9.53,A+
Kiara Deo,R0923,ID00923,9319464780,Dalal LLC College,"29, Majumdar Road, Shimoga 077609",keyaagarwal@yahoo.com,2023,Civil,VLSI,418,8.2,A
Nakul Mallick,R0924,ID00924,9383138101,Ganguly-Kala College,"35/33, Dhar Road, Shivpuri 181537",kiaan88@khanna.org,2023,Mechanical,VLSI,565,6.61,C
Diya Mahajan,R0925,ID00925,9984611910,Shan-Srinivasan College,"94/97, Divan Marg, Bulandshahr 599621",urvi32@gmail.com,2021,Information Technology,Thermodynamics,571,6.83,C
Jiya Samra,R0926,ID00926,9602849167,Chandran-Amble College,"H.No. 923, Joshi Zila, Panipat-900325",mishti80@mani-sachdeva.biz,2020,Electronics,Structural Design,473,7.93,B
Hansh Rout,R0927,ID00927,9574307090,Mallick Inc College,"22/134, Chana, Saharanpur 889226",nirvi62@singhal.com,2021,Electrical,Power Systems,530,8.14,A
Jayesh Dugal,R0928,ID00928,9793412805,Keer-Kari College,"H.No. 77, Chaudhari Zila, Kharagpur 883770",gmadan@hotmail.com,2022,Information Technology,VLSI,534,6.62,C
Hunar Chatterjee,R0929,ID00929,9861594322,"Char, Bahl and Zacharia College","H.No. 485, Mani Zila, Solapur-779961",hrishita89@dhingra-reddy.net,2021,Electronics,Power Systems,469,7.84,B
Saanvi Behl,R0930,ID00930,9198728239,Ganesan PLC College,"81/18, Singh Street, Nangloi Jat 576349",advikasaxena@gmail.com,2024,Mechanical,Power Systems,552,9.21,A+
Dishani Yadav,R0931,ID00931,9155662027,"Kulkarni, Manne and Sastry College","H.No. 24, Kala Street, Chandigarh-972854",lavanyakaur@seshadri-tripathi.biz,2020,Mechanical,VLSI,408,6.4,C
Yashvi Thakkar,R0932,ID00932,9755075972,"Raju, Dey and Edwin College","75/87, Suri, Sasaram-455776",shlokdalia@gmail.com,2025,Electrical,Networking,575,9.59,A+
Ojas Bera,R0933,ID00933,9276990710,Khosla-Shan College,"473, Choudhry Ganj, Mango 009075",hansh94@dixit.biz,2024,Electronics,Power Systems,556,8.57,A
Anika Toor,R0934,ID00934,9357173728,"Kamdar, Verma and Borde College","84, Rajagopalan Zila, Davanagere-825939",ijani@hans.com,2024,Computer Science,Structural Design,402,6.22,C
Nirvaan Bora,R0935,ID00935,9635121801,"Hans, Bava and Sane College","047, Dara Path, Gurgaon 292290",kapadianakul@rajagopal.com,2022,Civil,Structural Design,470,9.26,A+
Jhanvi Chauhan,R0936,ID00936,9804244380,Dasgupta-Chander College,"480, Shenoy Ganj, Katni-350907",bhattaarav@madan.info,2025,Computer Science,Thermodynamics,509,9.31,A+
Jayan Mall,R0937,ID00937,9956319474,"Varma, Guha and Bera College","426, Sahota Ganj, Shahjahanpur 958539",navyasubramanian@varkey-dave.info,2022,Mechanical,VLSI,425,9.01,A+
Gokul Ahluwalia,R0938,ID00938,9646748199,Kapadia-Bhandari College,"847, Yogi Marg, Bhagalpur 093781",indrajit90@hotmail.com,2022,Mechanical,Software Engineering,508,7.97,B
Mehul Tailor,R0939,ID00939,9947593584,"Kunda, Ramaswamy and Malhotra College","62/97, Sachdeva Zila, Bahraich 356004",kandadhruv@yahoo.com,2022,Computer Science,Software Engineering,423,6.05,C
Hansh Doctor,R0940,ID00940,9685109765,Sandhu LLC College,"57, Hayre Path, Amritsar-732431",varkeyvedika@yahoo.com,2022,Mechanical,Structural Design,476,6.97,C
Jivika Kota,R0941,ID00941,9320742289,Bhavsar-Sabharwal College,"98/009, Chada Marg, Tadipatri 233722",bajajanahita@buch-chander.com,2021,Information Technology,VLSI,527,9.21,A+
Neysa Sama,R0942,ID00942,9331487293,Mahal-Dhar College,"57/52, Rastogi Street, Mangalore 766957",hayerjayant@hotmail.com,2024,Information Technology,Software Engineering,580,9.69,A+
Nayantara Das,R0943,ID00943,9166937985,Kashyap-Manda College,"26/44, Talwar Nagar, Proddatur 377426",ddass@dara-dhingra.info,2022,Civil,Thermodynamics,427,9.92,A+
Bhavin Dhillon,R0944,ID00944,9105090565,Bera-Andra College,"09/85, Sarma Path, Kumbakonam-460608",jayeshmaharaj@bose-sura.com,2021,Electronics,Networking,414,9.65,A+
Dishani Kale,R0945,ID00945,9400651907,"Bhattacharyya, Keer and Reddy College","338, Gandhi Zila, Loni-996043",zainadua@hotmail.com,2020,Mechanical,VLSI,503,7.11,B
Dhruv Chadha,R0946,ID00946,9397967459,Chowdhury-Kashyap College,"H.No. 242, Keer, Ozhukarai 771564",myrasarin@andra.com,2021,Electrical,Thermodynamics,571,7.01,B
Ira Deo,R0947,ID00947,9643240892,"Kadakia, Karnik and Bath College","10, Gandhi Street, Erode-441507",deolbadal@sridhar.com,2021,Information Technology,Structural Design,430,7.96,B
Kimaya Dutt,R0948,ID00948,9742776635,Konda and Sons College,"14, Kapur Road, Patna-804386",bawaindranil@gmail.com,2025,Information Technology,Networking,540,8.73,A
Farhan Ghosh,R0949,ID00949,9391642421,"Boase, Cheema and Koshy College","H.No. 64, Johal Nagar, Nellore-429487",kashvimagar@krish-ramaswamy.com,2024,Civil,Networking,568,8.35,A
Ayesha Malhotra,R0950,ID00950,9703548317,Banik LLC College,"H.No. 39, Hayre Path, Nagaon 138492",rbatta@sarma.com,2021,Electrical,Software Engineering,478,9.0,A+
Manikya Kala,R0951,ID00951,9861283044,Doshi-Gour College,"59, Dave Marg, Nizamabad-712201",badalmiraan@yahoo.com,2024,Electrical,VLSI,498,7.66,B
Kismat Sachdev,R0952,ID00952,9178147941,Kala-Dhaliwal College,"03, Mannan Marg, Madhyamgram 862480",darshitrandhawa@bhatnagar.biz,2024,Information Technology,Thermodynamics,528,6.62,C
Vedika Gola,R0953,ID00953,9950460852,Agate-Chawla College,"H.No. 70, Dua Street, Kochi 897550",hayerdrishya@yahoo.com,2023,Civil,VLSI,590,6.16,C
Kabir Kothari,R0954,ID00954,9963623682,"Kaur, Contractor and Baral College","34/89, Goswami Ganj, Bhubaneswar 116726",uedwin@gmail.com,2024,Computer Science,Networking,412,6.36,C
Urvi Jayaraman,R0955,ID00955,9883074746,Randhawa Inc College,"98, Sane Path, Pondicherry-172697",shalvhalder@hotmail.com,2022,Electrical,Thermodynamics,558,7.77,B
Aradhya Sama,R0956,ID00956,9955633546,"Raval, Desai and Krishna College","H.No. 16, Sama, Katihar-148282",rkrish@sathe-tata.com,2021,Mechanical,Power Systems,594,6.68,C
Mamooty Sibal,R0957,ID00957,9479283416,Sarma and Sons College,"H.No. 62, Yadav Street, Maheshtala 806225",vedikathakur@shah.org,2022,Civil,Structural Design,588,9.55,A+
Mehul Bhattacharyya,R0958,ID00958,9233411133,"Chadha, Sanghvi and Grewal College","224, Bath Street, Jamnagar 662946",nitarabhalla@kapur.org,2024,Information Technology,Thermodynamics,465,8.56,A
Anay Khurana,R0959,ID00959,9514959907,Srivastava Group College,"61, Chaudhary Street, Arrah 395535",rashareddy@hotmail.com,2022,Electrical,Thermodynamics,590,7.7,B
Saksham Roy,R0960,ID00960,9612324275,Dhar Inc College,"40/615, Chatterjee Zila, Karnal-599084",nirvaan26@gmail.com,2021,Electrical,Structural Design,447,6.95,C
Abram Brahmbhatt,R0961,ID00961,9767208977,Grewal Group College,"40/52, Mangat Nagar, Bahraich-574680",advika92@kadakia.org,2025,Computer Science,VLSI,541,7.87,B
Aradhya Chana,R0962,ID00962,9581055713,Joshi Group College,"84, Balakrishnan Chowk, Giridih 745111",keermahika@barman.info,2023,Information Technology,VLSI,559,6.91,C
Reyansh Mahal,R0963,ID00963,9726025673,Mahal Ltd College,"89, Gandhi Zila, Danapur 177453",kapurdhanush@bumb.com,2020,Mechanical,Power Systems,474,9.41,A+
Abram Agarwal,R0964,ID00964,9801146659,De LLC College,"26, Karan Circle, Durg-865994",zeeshanyadav@bail.com,2024,Mechanical,VLSI,409,8.09,A
Kismat Choudhary,R0965,ID00965,9627921347,"Tata, Dixit and Dar College","699, Borde Ganj, Kadapa-833349",bvyas@gmail.com,2022,Mechanical,Software Engineering,591,7.4,B
Navya Karnik,R0966,ID00966,9281044812,"Chaudhry, Khurana and Dass College","28/45, Balasubramanian Marg, Kochi 309525",mehulsankaran@kala.info,2020,Information Technology,Networking,442,9.41,A+
Vihaan Chaudhuri,R0967,ID00967,9826059708,Madan-Bose College,"494, Bora Circle, Bhubaneswar 814333",bhamini85@kaur.biz,2021,Mechanical,Networking,512,8.74,A
Pihu Dubey,R0968,ID00968,9330198706,Anne-Manda College,"H.No. 92, Kibe Marg, Guna-104561",qsura@hotmail.com,2024,Civil,Structural Design,484,8.03,A
Pranay Kara,R0969,ID00969,9864494688,Viswanathan-Bhavsar College,"98/83, Badami Circle, Hazaribagh 253922",jivikasaxena@shah-sarma.org,2021,Information Technology,Thermodynamics,587,8.18,A
Dhanush Deshpande,R0970,ID00970,9134895547,Bora-Kant College,"H.No. 277, Rastogi, Fatehpur 214868",myra62@yahoo.com,2025,Electronics,Networking,581,6.99,C
Taimur Shroff,R0971,ID00971,9744306561,Jhaveri and Sons College,"63/394, Choudhury Road, Ongole 585622",sehersrinivas@varughese.com,2021,Computer Science,Thermodynamics,582,6.03,C
Anaya Ratta,R0972,ID00972,9167180216,Sankar Inc College,"H.No. 99, Goda Street, Thane 832776",pyohannan@lad.com,2023,Electrical,Networking,582,7.16,B
Tarini Brahmbhatt,R0973,ID00973,9199606966,Sarin Ltd College,"H.No. 882, Kurian Marg, Silchar-800739",sawhneybhamini@shetty.com,2020,Mechanical,Thermodynamics,516,8.04,A
Arhaan Sarraf,R0974,ID00974,9854460764,Das Group College,"744, Mand Nagar, Sasaram 163822",gatikgara@yahoo.com,2025,Civil,Structural Design,427,6.03,C
Pranay Gade,R0975,ID00975,9664438059,"Soni, Wadhwa and Thakkar College","H.No. 66, Ravi Circle, Mira-Bhayandar 312367",biswassamiha@yahoo.com,2024,Information Technology,Structural Design,600,9.94,A+
Umang Bhardwaj,R0976,ID00976,9811193905,Sandhu PLC College,"70, Setty Zila, Bangalore-060855",farhanahluwalia@rout.org,2020,Civil,Networking,496,8.73,A
Shamik Chacko,R0977,ID00977,9706456278,Kapur-Saraf College,"83/940, Deol Circle, Baranagar-294290",anya03@dutta.com,2021,Computer Science,VLSI,474,9.23,A+
Mehul Lad,R0978,ID00978,9428458048,Khalsa LLC College,"53/539, Gour Marg, Orai 760552",gokul76@yahoo.com,2022,Electrical,Networking,475,7.95,B
Raghav Barad,R0979,ID00979,9436059954,Bhagat Inc College,"15, Roy Zila, Muzaffarnagar 878111",riaan83@yahoo.com,2023,Information Technology,Power Systems,422,6.31,C
Inaaya  Manda,R0980,ID00980,9233750911,"Sharma, Mallick and Sen College","48/483, Rege Chowk, Bhimavaram 500692",hranganathan@hotmail.com,2025,Civil,VLSI,498,8.49,A
Abram Mahajan,R0981,ID00981,9227176486,Sami-Aggarwal College,"79, Chakrabarti Ganj, Chapra 735228",kkapur@gmail.com,2024,Civil,Power Systems,560,7.38,B
Advik Lall,R0982,ID00982,9784988510,"Zachariah, Deshmukh and Chahal College","H.No. 010, Jain Zila, Dhanbad 460959",aramesh@aurora.com,2023,Mechanical,Thermodynamics,591,7.23,B
Mannat Krish,R0983,ID00983,9690586645,"Chakraborty, Mahal and Sodhi College","72, Kari Road, Gurgaon 917343",battazaina@yogi.info,2020,Civil,Networking,581,7.09,B
Navya Ramaswamy,R0984,ID00984,9176126489,"Thakkar, Bajwa and Singh College","74/914, Dugal Road, Raebareli-157564",kandaveer@jayaraman.com,2022,Computer Science,Networking,561,7.74,B
Vaibhav Dhingra,R0985,ID00985,9560755176,Loke-Soman College,"H.No. 669, Roy Marg, Navi Mumbai-353083",cheemasamar@walla.com,2022,Information Technology,Thermodynamics,502,6.02,C
Diya Krishnan,R0986,ID00986,9211592765,"Baral, Sahni and Sen College","H.No. 59, Chandran Path, Surendranagar Dudhrej 057369",samarthrajagopalan@hotmail.com,2021,Electrical,Structural Design,525,7.33,B
Advika Johal,R0987,ID00987,9120650025,"Chandran, Lalla and Wagle College","H.No. 33, Rajagopalan Circle, Dibrugarh-313411",himmatthaker@hotmail.com,2022,Electronics,VLSI,434,9.32,A+
Ira Uppal,R0988,ID00988,9764272833,Bora and Sons College,"63/055, Tandon Ganj, Thiruvananthapuram 765987",sanagala@hotmail.com,2025,Civil,Thermodynamics,403,8.87,A
Yakshit Sabharwal,R0989,ID00989,9160109536,Deshmukh and Sons College,"48/228, Thaman Path, Guna-894432",ysami@yahoo.com,2025,Electrical,Structural Design,425,8.94,A
Arnav Sandal,R0990,ID00990,9997438448,"Raju, Sane and Sheth College","14/46, Aggarwal Road, Bikaner-793005",priyanshtandon@kanda.info,2022,Computer Science,Networking,409,8.82,A
Hazel Kothari,R0991,ID00991,9659841597,Dada-Guha College,"38, Sur Chowk, Amroha 748292",msrinivasan@doctor-choudhury.org,2020,Mechanical,Networking,447,9.58,A+
Rati Desai,R0992,ID00992,9975236472,"Varty, Sura and Goel College","H.No. 98, Bumb Circle, Siliguri-705066",mdoshi@yahoo.com,2023,Information Technology,Structural Design,415,10.0,A+
Riaan Mahajan,R0993,ID00993,9806052048,Bhat-Kumar College,"21, Loke Marg, Jamnagar-537349",esengupta@dhaliwal-agate.com,2021,Mechanical,Software Engineering,491,7.34,B
Mannat Srivastava,R0994,ID00994,9976973056,"Manne, Raj and Kakar College","574, Apte Marg, Tirupati 572419",hiranvasa@sachdev.com,2025,Civil,Structural Design,452,9.85,A+
Shalv Sidhu,R0995,ID00995,9894160512,"Ram, Dada and Bir College","36/54, Goswami Chowk, Bhagalpur 442557",jayesh76@ahluwalia-bala.com,2023,Information Technology,VLSI,510,7.2,B
Taimur Shanker,R0996,ID00996,9451104058,Raju PLC College,"11/410, Trivedi Path, Dewas 587639",aarushedwin@keer.com,2023,Mechanical,Structural Design,424,9.52,A+
Siya Desai,R0997,ID00997,9610582244,"Bansal, Bansal and Dasgupta College","92/692, Baral Chowk, Jamshedpur 884724",mohanlalhalder@gmail.com,2023,Mechanical,Thermodynamics,579,8.34,A
Shayak Grover,R0998,ID00998,9961607532,Lad-Shenoy College,"H.No. 96, Kanda Nagar, Darbhanga 262255",abadami@de-ben.com,2025,Electronics,Thermodynamics,476,8.49,A
Sana Chakrabarti,R0999,ID00999,9215938801,Borah-Sani College,"H.No. 779, Kata, Panvel-504274",wasonaaina@yahoo.com,2020,Civil,Power Systems,482,6.95,C
Dhanush Singh,R1000,ID01000,9821247788,Yadav-Chanda College,"04/431, Rau Chowk, Ghaziabad-718135",hiran97@yahoo.com,2024,Electrical,VLSI,450,8.46,A
